opt, p1, p2, p3, p4
1, 1, 0.02, 0.999409, 0.454825
2, 1, 0.02, 0.999322, 0.533706
3, 1, 0.0200132, 0.497327, 0.507729
4, 1, 0.0200003, 0.556504, 0.00713003
