opt, p1, p2, p3, p4
1, 1, 0.44, 0.997416, 0.593134
2, 1, 0.44, 0.997722, 0.554953
3, 1, 0.439935, 0.495903, 0.713558
4, 1, 0.440095, 0.501527, 0.214966
