opt, p1, p2, p3, p4
1, 0.96, 0.739993, 0.975183, 0.86243
2, 0.959976, 0.739992, 0.977769, 0.378817
3, 0.960299, 0.740183, 0.472618, 0.863735
4, 0.960698, 0.73951, 0.477391, 0.363405
