opt, p1, p2, p3, p4
1, 0.480303, 0.0600379, 0.735483, 0.527826
2, 0.47999, 0.0599987, 0.734659, 0.0262169
3, 0.480283, 0.0600353, 0.237263, 0.525602
4, 0.479991, 0.0599989, 0.241823, 0.0249859
