opt, p1, p2, p3, p4
1, 0.679994, 0.979992, 0.832636, 0.982716
2, 0.679834, 0.980341, 0.83565, 0.484013
3, 0.680017, 0.979986, 0.321095, 0.9812
4, 0.67976, 0.980406, 0.335424, 0.480126
