opt, p1, p2, p3, p4
1, 0.0600324, 0.599767, 0.522737, 0.792228
2, 0.06004, 0.599761, 0.523168, 0.292777
3, 0.0599993, 0.599989, 0.0218164, 0.78748
4, 0.0599988, 0.599985, 0.0232468, 0.287981
