opt, p1, p2, p3, p4
1, 0.100033, 0.619841, 0.540809, 0.802695
2, 0.100055, 0.619686, 0.540404, 0.301476
3, 0.100003, 0.619996, 0.0418741, 0.799239
4, 0.100004, 0.620039, 0.0439872, 0.296153
