opt, p1, p2, p3, p4
1, 0.320042, 0.480244, 0.652519, 0.733199
2, 0.320004, 0.480211, 0.653514, 0.234552
3, 0.319979, 0.479982, 0.153041, 0.733306
4, 0.319999, 0.479982, 0.15586, 0.231904
