opt, p1, p2, p3, p4
1, 0.379924, 0.759847, 0.683328, 0.87277
2, 0.379981, 0.759963, 0.685259, 0.37276
3, 0.379953, 0.759907, 0.181438, 0.870331
4, 0.379907, 0.759813, 0.184071, 0.369625
