opt, p1, p2, p3, p4
1, 0.0999917, 0.919946, 0.539345, 0.950648
2, 0.100066, 0.921033, 0.541694, 0.451196
3, 0.0999992, 0.919999, 0.0397525, 0.951083
4, 0.0999947, 0.91995, 0.0427396, 0.442534
