opt, p1, p2, p3, p4
1, 0.599989, 0.599989, 0.798139, 0.796351
2, 0.59987, 0.59987, 0.797945, 0.297334
3, 0.59987, 0.59987, 0.296421, 0.797159
4, 0.599787, 0.599787, 0.29752, 0.295387
