opt, p1, p2, p3, p4
1, 0.700035, 0.740074, 0.842964, 0.864401
2, 0.700135, 0.740174, 0.84636, 0.366897
3, 0.700125, 0.740164, 0.34272, 0.862474
4, 0.699649, 0.739983, 0.346222, 0.362436
