opt, p1, p2, p3, p4
1, 1, 0.759998, 0.996476, 0.647457
2, 1, 0.759998, 0.996468, 0.633474
3, 1, 0.759818, 0.494859, 0.872491
4, 1, 0.760602, 0.497883, 0.372172
