opt, p1, p2, p3, p4
1, 1, 0.28, 0.998134, 0.545405
2, 1, 0.28, 0.998225, 0.567259
3, 1, 0.279934, 0.49791, 0.63497
4, 1, 0.279916, 0.501241, 0.135642
