opt, p1, p2, p3, p4
1, 0.200024, 0.679858, 0.595196, 0.832459
2, 0.200108, 0.679774, 0.597337, 0.33123
3, 0.199998, 0.679984, 0.0916476, 0.831567
4, 0.199975, 0.680071, 0.0941693, 0.328561
