opt, p1, p2, p3, p4
1, 0.319982, 0.919954, 0.652208, 0.951114
2, 0.320153, 0.920768, 0.653823, 0.452051
3, 0.320006, 0.919997, 0.149721, 0.950329
4, 0.319952, 0.91993, 0.153354, 0.449204
