opt, p1, p2, p3, p4
1, 0.33991, 0.480235, 0.664053, 0.735083
2, 0.339919, 0.480203, 0.666056, 0.234274
3, 0.339977, 0.479997, 0.162725, 0.731902
4, 0.339995, 0.479982, 0.166261, 0.233111
