opt, p1, p2, p3, p4
1, 0.320005, 1, 0.64416, 0.99132
2, 0.320166, 1, 0.653382, 0.491809
3, 0.320003, 1, 0.145547, 0.990401
4, 0.319979, 1, 0.153058, 0.487409
