opt, p1, p2, p3, p4
1, 0.819999, 0.939988, 0.904024, 0.963094
2, 0.820086, 0.940186, 0.90743, 0.467629
3, 0.819983, 0.939952, 0.398787, 0.961401
4, 0.820261, 0.940385, 0.406859, 0.463165
