opt, p1, p2, p3, p4
1, 0.679938, 0.439951, 0.834781, 0.715904
2, 0.680017, 0.439951, 0.836542, 0.2162
3, 0.67981, 0.440168, 0.335806, 0.714901
4, 0.67985, 0.440119, 0.337192, 0.213194
