opt, p1, p2, p3, p4
1, 0.599916, 0.5, 0.797101, 0.74544
2, 0.599923, 0.5, 0.798062, 0.248219
3, 0.599817, 0.5, 0.29567, 0.747343
4, 0.599823, 0.5, 0.296417, 0.246667
