opt, p1, p2, p3, p4
1, 0.280025, 0.820044, 0.631262, 0.901103
2, 0.280086, 0.820246, 0.634337, 0.404988
3, 0.280019, 0.820013, 0.131899, 0.900372
4, 0.279948, 0.820132, 0.133511, 0.400277
