opt, p1, p2, p3, p4
1, 0.280024, 0.879911, 0.629627, 0.931581
2, 0.280029, 0.879772, 0.63413, 0.431333
3, 0.280014, 0.879961, 0.130896, 0.931294
4, 0.279939, 0.880079, 0.133366, 0.428221
