opt, p1, p2, p3, p4
1, 1, 0.3, 0.998072, 0.555852
2, 1, 0.3, 0.998154, 0.526331
3, 1, 0.300065, 0.496715, 0.645605
4, 1, 0.299911, 0.501526, 0.145459
