opt, p1, p2, p3, p4
1, 0.719918, 0.240044, 0.857833, 0.614355
2, 0.720012, 0.239992, 0.856172, 0.116784
3, 0.720036, 0.240159, 0.356555, 0.616309
4, 0.719983, 0.239991, 0.36263, 0.114915
