opt, p1, p2, p3, p4
1, 0.0200102, 0.339879, 0.502841, 0.662741
2, 0.0200003, 0.339916, 0.500184, 0.162745
3, 0.02, 0.339998, 0.00280039, 0.656859
4, 0.02, 0.339999, 0.0037895, 0.134293
