opt, p1, p2, p3, p4
1, 0.0799901, 0.820104, 0.533829, 0.900592
2, 0.0800449, 0.820261, 0.532613, 0.401763
3, 0.0800012, 0.820006, 0.0311349, 0.901554
4, 0.0799958, 0.820014, 0.0330416, 0.398113
