opt, p1, p2, p3, p4
1, 1, 0.820003, 0.996576, 0.612792
2, 1, 0.820003, 0.996388, 0.636649
3, 1, 0.820111, 0.488965, 0.903001
4, 1, 0.820264, 0.499597, 0.402431
