opt, p1, p2, p3, p4
1, 0.0200083, 0.460312, 0.500889, 0.722381
2, 0.0200054, 0.460149, 0.504733, 0.222391
3, 0.02, 0.459999, 0.00219433, 0.719165
4, 0.02, 0.459999, 0.00340683, 0.206298
