opt, p1, p2, p3, p4
1, 0.85997, 0.439959, 0.926472, 0.719517
2, 0.860002, 0.439964, 0.927023, 0.218298
3, 0.85968, 0.440017, 0.426785, 0.713959
4, 0.859778, 0.440187, 0.429539, 0.214856
