opt, p1, p2, p3, p4
1, 0.659979, 0.81997, 0.823091, 0.904039
2, 0.660114, 0.820175, 0.82593, 0.405642
3, 0.660061, 0.820006, 0.323604, 0.901461
4, 0.660133, 0.820238, 0.326003, 0.401809
