opt, p1, p2, p3, p4
1, 0.419933, 0.32007, 0.704893, 0.654082
2, 0.419948, 0.319963, 0.706067, 0.154699
3, 0.419939, 0.319958, 0.205738, 0.654095
4, 0.41996, 0.320021, 0.205495, 0.15411
