opt, p1, p2, p3, p4
1, 0.860001, 1, 0.926705, 0.993967
2, 0.860092, 1, 0.926132, 0.502592
3, 0.859989, 1, 0.389311, 0.99157
4, 0.859552, 1, 0.425092, 0.491283
