opt, p1, p2, p3, p4
1, 0.279973, 0.759836, 0.63444, 0.872183
2, 0.280076, 0.760198, 0.632685, 0.372278
3, 0.280021, 0.759958, 0.131134, 0.872274
4, 0.279962, 0.759831, 0.134682, 0.369545
