opt, p1, p2, p3, p4
1, 0.480248, 0.299888, 0.735883, 0.644668
2, 0.479982, 0.300011, 0.735283, 0.145258
3, 0.480221, 0.299898, 0.235512, 0.642137
4, 0.479982, 0.300034, 0.23692, 0.144811
