opt, p1, p2, p3, p4
1, 1, 0.419999, 0.997577, 0.581059
2, 1, 0.419999, 0.997651, 0.575381
3, 1, 0.41993, 0.495116, 0.705246
4, 1, 0.419933, 0.498925, 0.205569
