opt, p1, p2, p3, p4
1, 0.759837, 0.259975, 0.877773, 0.625782
2, 0.759974, 0.260008, 0.87607, 0.127458
3, 0.760247, 0.259834, 0.376821, 0.625174
4, 0.759834, 0.259967, 0.380858, 0.125371
