opt, p1, p2, p3, p4
1, 0.899986, 0.719978, 0.945075, 0.854321
2, 0.899937, 0.720033, 0.947273, 0.360868
3, 0.900231, 0.720016, 0.439083, 0.852592
4, 0.899498, 0.719872, 0.449161, 0.352851
