opt, p1, p2, p3, p4
1, 0.94, 1, 0.964971, 0.993829
2, 0.939951, 1, 0.966057, 0.50495
3, 0.939985, 1, 0.416439, 0.991681
4, 0.939867, 1, 0.467586, 0.492533
