opt, p1, p2, p3, p4
1, 0.800534, 0.800534, 0.563127, 0.563119
2, 0.799923, 0.799923, 0.606808, 0.0660204
3, 0.799909, 0.799909, 0.0628468, 0.55271
4, 0.800019, 0.800019, 0.128235, 0.0465484
