opt, p1, p2, p3, p4
1, 0.5, 0.120071, 0.746973, 0.557462
2, 0.5, 0.119996, 0.746505, 0.0563127
3, 0.5, 0.12007, 0.246172, 0.55566
4, 0.5, 0.119996, 0.245033, 0.0550361
