opt, p1, p2, p3, p4
1, 0.179913, 0.0600454, 0.58542, 0.523407
2, 0.179994, 0.0599983, 0.584096, 0.0246327
3, 0.179996, 0.0599978, 0.0852323, 0.522307
4, 0.179999, 0.0600004, 0.0862126, 0.0244277
