opt, p1, p2, p3, p4
1, 0.2, 1, 0.596843, 0.990349
2, 0.200136, 1, 0.593378, 0.49067
3, 0.2, 1, 0.0887813, 0.990172
4, 0.199967, 1, 0.0930009, 0.486608
