opt, p1, p2, p3, p4
1, 0.0200021, 0.660122, 0.500249, 0.821262
2, 0.0200098, 0.660137, 0.502273, 0.322349
3, 0.02, 0.66, 0.00114844, 0.844208
4, 0.02, 0.660003, 0.00324177, 0.245093
