opt, p1, p2, p3, p4
1, 0.37993, 0.79989, 0.682895, 0.891953
2, 0.38002, 0.8004, 0.683479, 0.392463
3, 0.379966, 0.799954, 0.181443, 0.892193
4, 0.379906, 0.80013, 0.184823, 0.390481
