opt, p1, p2, p3, p4
1, 0.719913, 0.220015, 0.85704, 0.607269
2, 0.719992, 0.219982, 0.857088, 0.107617
3, 0.720006, 0.21997, 0.356917, 0.604132
4, 0.720005, 0.219975, 0.358259, 0.105011
