opt, p1, p2, p3, p4
1, 0.799921, 0.520017, 0.896097, 0.755157
2, 0.799915, 0.520017, 0.895949, 0.257298
3, 0.800298, 0.519728, 0.396255, 0.753998
4, 0.800314, 0.519722, 0.397709, 0.255076
