opt, p1, p2, p3, p4
1, 0.259901, 0.639919, 0.623604, 0.812726
2, 0.259847, 0.640201, 0.624488, 0.311895
3, 0.260008, 0.640007, 0.123842, 0.809843
4, 0.260009, 0.639971, 0.12489, 0.311835
