opt, p1, p2, p3, p4
1, 0.780076, 0.120011, 0.887643, 0.561118
2, 0.780021, 0.119998, 0.88828, 0.0567108
3, 0.780304, 0.120087, 0.386334, 0.556099
4, 0.779932, 0.119996, 0.394737, 0.0557354
