opt, p1, p2, p3, p4
1, 0.879909, 0.119996, 0.937688, 0.55719
2, 0.880004, 0.12, 0.939094, 0.0583535
3, 0.879776, 0.12009, 0.439517, 0.556374
4, 0.879912, 0.119996, 0.443427, 0.0562527
