opt, p1, p2, p3, p4
1, 0.17998, 0.740176, 0.581976, 0.861238
2, 0.179982, 0.739698, 0.582887, 0.362437
3, 0.179994, 0.739991, 0.0818268, 0.861496
4, 0.180017, 0.740124, 0.0835202, 0.35739
