opt, p1, p2, p3, p4
1, 0.720088, 0.640027, 0.855488, 0.815583
2, 0.71996, 0.639931, 0.855254, 0.316673
3, 0.720015, 0.639864, 0.35324, 0.812593
4, 0.720303, 0.640183, 0.356192, 0.312207
