opt, p1, p2, p3, p4
1, 0.519892, 0.580062, 0.756101, 0.784473
2, 0.519808, 0.580066, 0.754733, 0.284128
3, 0.519878, 0.580063, 0.253833, 0.781775
4, 0.519796, 0.580066, 0.256294, 0.282287
