opt, p1, p2, p3, p4
1, 0.240165, 0.240165, 0.616321, 0.612606
2, 0.239998, 0.239998, 0.613835, 0.114698
3, 0.239997, 0.239997, 0.114437, 0.61383
4, 0.239993, 0.239993, 0.115157, 0.111924
