opt, p1, p2, p3, p4
1, 0.98, 1, 0.981975, 0.993831
2, 0.979985, 1, 0.986771, 0.523086
3, 0.979989, 1, 0.441663, 0.991755
4, 0.979243, 1, 0.489025, 0.490651
