opt, p1, p2, p3, p4
1, 0.299898, 0.539939, 0.6441, 0.763072
2, 0.299889, 0.539856, 0.642274, 0.263022
3, 0.300032, 0.540032, 0.142255, 0.761714
4, 0.30001, 0.540033, 0.143845, 0.261017
