opt, p1, p2, p3, p4
1, 0.400003, 0.620101, 0.69326, 0.802442
2, 0.400136, 0.619829, 0.693394, 0.303526
3, 0.399941, 0.620091, 0.194297, 0.802391
4, 0.39999, 0.6201, 0.195078, 0.302484
