opt, p1, p2, p3, p4
1, 0.639984, 0.159996, 0.816865, 0.576402
2, 0.639959, 0.15999, 0.818058, 0.0768863
3, 0.640253, 0.160063, 0.316737, 0.575123
4, 0.640013, 0.160003, 0.320202, 0.0753082
