opt, p1, p2, p3, p4
1, 0.760008, 0.939978, 0.871305, 0.963706
2, 0.759822, 0.940007, 0.875758, 0.46925
3, 0.759996, 0.939953, 0.363008, 0.961822
4, 0.760523, 0.940609, 0.375114, 0.459154
