opt, p1, p2, p3, p4
1, 0.919972, 0.5, 0.956841, 0.746524
2, 0.919973, 0.5, 0.957757, 0.251534
3, 0.920386, 0.5, 0.455623, 0.744186
4, 0.920329, 0.5, 0.458563, 0.244717
