opt, p1, p2, p3, p4
1, 0.839989, 0.620056, 0.914678, 0.805572
2, 0.839937, 0.620078, 0.917302, 0.307759
3, 0.839873, 0.619916, 0.413448, 0.803569
4, 0.839863, 0.619643, 0.419061, 0.301727
