opt, p1, p2, p3, p4
1, 0.639931, 0.220059, 0.816828, 0.605595
2, 0.639987, 0.21998, 0.81628, 0.106743
3, 0.640227, 0.22, 0.31535, 0.603683
4, 0.640029, 0.219976, 0.322365, 0.104926
