opt, p1, p2, p3, p4
1, 0.380003, 1, 0.68436, 0.991302
2, 0.380193, 1, 0.684332, 0.492695
3, 0.380002, 1, 0.166793, 0.99038
4, 0.379901, 1, 0.182752, 0.48913
