opt, p1, p2, p3, p4
1, 0.700001, 1, 0.843537, 0.99327
2, 0.699927, 1, 0.845082, 0.495747
3, 0.700008, 1, 0.320394, 0.99142
4, 0.699535, 1, 0.346411, 0.491765
